date,time,message
8/26/2017,25:33.9,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/d0c821b4-f18e-4a8e-982b-eeaf0d110a47/wm620_0400_v01.00.00.77_20170410_gb01.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222533Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=123af4bfe2f313b3c67f25b26ff5822955f6e8ee756d632e81f5122d96e70892
8/26/2017,25:34.0,start download completed wm620_0400_v01.00.00.77_20170410_gb01.pro.fw.sig
8/26/2017,25:34.0,start download wm620_0401_v01.06.19.17_20170510.pro.fw.sig
8/26/2017,25:34.4,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/29598db6-8dfb-40ed-8743-cd5a0f0a8b36/wm620_0401_v01.06.19.17_20170510.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222534Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=484ae4cac13bc5c2e6e74e2039c22c8477e12ebc38aaacfa28f6078c34595d97
8/26/2017,25:34.5,start download completed wm620_0401_v01.06.19.17_20170510.pro.fw.sig
8/26/2017,25:34.5,start download wm620_0404_v00.00.00.27_20170126.pro.fw.sig
8/26/2017,25:34.8,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/54cfe8da-067a-4bbc-964d-482e069e5b50/wm620_0404_v00.00.00.27_20170126.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222534Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=2f984bca79efcdd981d871c39203d89b3f516d8dbbc8908a2b11b921062b9e12
8/26/2017,25:34.9,start download completed wm620_0404_v00.00.00.27_20170126.pro.fw.sig
8/26/2017,25:34.9,start download wm620_0500_v01.00.01.15_20170426.pro.fw.sig
8/26/2017,25:35.3,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/85972484-89c1-465d-8ee4-b120df491c27/wm620_0500_v01.00.01.15_20170426.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222535Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=2bd19502c92f3417e17a99a8713d6c68ddb90331d2a3707acd7e992735755fdc
8/26/2017,25:35.3,start download completed wm620_0500_v01.00.01.15_20170426.pro.fw.sig
8/26/2017,25:35.4,start download wm620_0501_v00.01.00.09_20160805.pro.fw.sig
8/26/2017,25:35.7,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/698591df-a6cc-4ba3-bbc9-5c442a2343e8/1a7545bc076aab58897a3b7bc9b69bf9.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222535Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=cd184d1030643cd3558e93ce83f6eb5d5b740a03a5842e7261a5c101e3539070
8/26/2017,25:36.0,start download completed wm620_0501_v00.01.00.09_20160805.pro.fw.sig
8/26/2017,25:36.0,start download wm620_1101_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,25:36.4,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/18885266-d1d8-4cea-9279-1530262bac12/wm620_1101_v01.00.00.41_20170415.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222536Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=c4b345cf2133fa93ba983520e660f9b86c1f8a82057d0cc2b1a6804a57673e3c
8/26/2017,25:36.4,start download completed wm620_1101_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,25:36.4,start download wm620_1100_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,25:36.8,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/9b7ac6c0-10c2-498c-9ecc-6e895ca4390c/wm620_1100_v01.00.00.41_20170415.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222536Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=01efc75a02c71b2530c98f889f1268d8697f81649a9182c49e5f3303386101b6
8/26/2017,25:36.9,start download completed wm620_1100_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,25:36.9,start download wm620_0100_v01.06.15.82_20170619.pro.fw.sig
8/26/2017,25:37.2,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/e35e0d4a-913e-4027-be41-c03923598a94/wm620_0100_v01.06.15.82_20170619.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222537Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=7efcf0ba67c94e2ce6b804b08cf414a85139fa40f3f243211d66b759216f7e59
8/26/2017,25:46.6,start download completed wm620_0100_v01.06.15.82_20170619.pro.fw.sig
8/26/2017,25:46.6,start download wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig
8/26/2017,25:47.0,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/660c03cf-09a1-41cf-94c8-6ae6a9ad4ac0/wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222546Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=ab10e268b1b8b6abf6d8f1cad5ebc855ebbda95cca429ff6a1692b57f83a9a98
8/26/2017,25:47.0,start download completed wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig
8/26/2017,25:47.0,start download wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig
8/26/2017,25:47.4,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/535b58a6-5657-47fd-90d7-aacf7a575000/wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222547Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=60da7b37eb0645f9edf2af6567dc8af5fd0641099a81aeb39e00bc8a3194952d
8/26/2017,25:47.5,start download completed wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig
8/26/2017,25:47.5,start download wm620_0106_v01.37.51.00_20170620.pro.fw.sig
8/26/2017,25:47.8,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/1527ad01-9c2d-4b36-a3fd-d4684b108016/wm620_0106_v01.37.51.00_20170620.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222547Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=2750f59cda7965de8ff55177bda6010ee2f54da314525cf7e3f64d218ae4019d
8/26/2017,26:03.3,start download completed wm620_0106_v01.37.51.00_20170620.pro.fw.sig
8/26/2017,26:03.3,start download wm620_0805_v01.01.00.74_20170612.pro.fw.sig
8/26/2017,26:03.6,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/fa949f9f-6c6b-4449-b3f7-7fde3001ebba/wm620_0805_v01.01.00.74_20170612.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222603Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=1cf8174337ec7512c8f66572d36b3049b281779ef5ecf5dfa2776a9af2d530fd
8/26/2017,26:04.6,start download completed wm620_0805_v01.01.00.74_20170612.pro.fw.sig
8/26/2017,26:04.6,start download wm620_0804_v00.01.02.05_20161103.pro.fw.sig
8/26/2017,26:05.0,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/6ea64967-73f5-43ac-9d90-1ce41064950a/e33b02e8752812ac122068a5583eac73.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222604Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=dee862e5689fd5e6a2626274b213e955c95bd92cbc7dc27292365629bb99aec6
8/26/2017,26:05.2,start download completed wm620_0804_v00.01.02.05_20161103.pro.fw.sig
8/26/2017,26:05.2,start download wm620_0803_v00.00.02.03_20170417.pro.fw.sig
8/26/2017,26:05.6,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/48c3bf74-aea6-4ea9-bbb2-70d8d60bf01a/wm620_0803_v00.00.02.03_20170417.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222605Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=17369ddc3a75be0a74f832e6ecd44d548e2e90099cafe880cb4b2d6f4cd3fb74
8/26/2017,26:05.6,start download completed wm620_0803_v00.00.02.03_20170417.pro.fw.sig
8/26/2017,26:05.6,start download wm620_0802_v00.02.00.00_20170522.pro.fw.sig
8/26/2017,26:06.0,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/b2682874-a11f-4227-8e49-588805ed2b35/wm620_0802_v00.02.00.00_20170522.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T222605Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=c524c998e885bb7b87542231b42a99ef5f46b96842bcca27b2c3636058357ca4
8/26/2017,26:10.0,start download completed wm620_0802_v00.02.00.00_20170522.pro.fw.sig
8/26/2017,26:12.4,handle state downloading => upgradable
8/26/2017,26:14.6,handle state upgradable => upgrading
8/26/2017,26:14.7,version compare resulsts: (
8/26/2017,26:14.7,versions: (null)
8/26/2017,26:14.7,start upgrade 01.01.0010
8/26/2017,26:14.7,set callback: <__NSStackBlock__: 0x16e416b80>
8/26/2017,26:14.7,upgrade modelType: 16777481
8/26/2017,26:14.7,group need upgrade: 1
8/26/2017,26:14.7,verify pack
8/26/2017,26:17.3,upgrade group: group name: MC
8/26/2017,26:17.3,set progress handler: <__NSStackBlock__: 0x16e0ced28>
8/26/2017,26:17.3,tar firwmares: {
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0801_v01.00.00.82_20170601.pro.fw.sig, size 56680480"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0900_v01.06.00.00_20170608.pro.fw.sig, size 79840"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0305_v34.10.00.21_20160621.pro.fw.sig, size 55328"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0306_v03.02.35.05_20170525.pro.fw.sig, size 1559840"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0905_v01.00.01.04_20170527.pro.fw.sig, size 1463296"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1200_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1201_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1202_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1203_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0400_v01.00.00.32_20170329_gb02.pro.fw.sig, size 264480"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0400_v01.00.00.77_20170410_gb01.pro.fw.sig, size 279456"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0401_v01.06.19.17_20170510.pro.fw.sig, size 30112"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0404_v00.00.00.27_20170126.pro.fw.sig, size 88288"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0500_v01.00.01.15_20170426.pro.fw.sig, size 55840"
8/26/2017,26:17.3,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0501_v00.01.00.09_20160805.pro.fw.sig, size 8576"
8/26/2017,26:17.4,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1101_v01.00.00.41_20170415.pro.fw.sig, size 22400"
8/26/2017,26:17.4,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1100_v01.00.00.41_20170415.pro.fw.sig, size 22400"
8/26/2017,26:17.4,"/private/var/mobile/Containers/Data/Application/B099E4A5-DB02-4DCF-9D30-29F281DA2B26/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0100_v01.06.15.82_20170619.pro.fw.sig, size 22984480"
