date,time,message
8/26/2017,32:45.9,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/18885266-d1d8-4cea-9279-1530262bac12/wm620_1101_v01.00.00.41_20170415.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223245Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=04031908e32c75049ed27d074680a0a0fb519d4f7da84f320aac8a38722f9f9b
8/26/2017,32:46.0,start download completed wm620_1101_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,32:46.0,start download wm620_1100_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,32:46.3,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/9b7ac6c0-10c2-498c-9ecc-6e895ca4390c/wm620_1100_v01.00.00.41_20170415.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223246Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=a633c7cb7ce387efabf5d43208253f6a820529badb2476747de39049a4ea904c
8/26/2017,32:46.4,start download completed wm620_1100_v01.00.00.41_20170415.pro.fw.sig
8/26/2017,32:46.4,start download wm620_0100_v01.06.15.82_20170619.pro.fw.sig
8/26/2017,32:46.8,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/e35e0d4a-913e-4027-be41-c03923598a94/wm620_0100_v01.06.15.82_20170619.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223246Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=a6bd52ed554b36d0858516d95f21176018c6c849fbe6ffdc732eb7014cfda896
8/26/2017,32:55.2,start download completed wm620_0100_v01.06.15.82_20170619.pro.fw.sig
8/26/2017,32:55.2,start download wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig
8/26/2017,32:55.5,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/660c03cf-09a1-41cf-94c8-6ae6a9ad4ac0/wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223255Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=f332f8ae754bd77d42697db1983466145f620a5c5258438cbf95422db060ecb2
8/26/2017,32:55.6,start download completed wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig
8/26/2017,32:55.6,start download wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig
8/26/2017,32:55.9,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/535b58a6-5657-47fd-90d7-aacf7a575000/wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223255Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=d85fcbd6cd2f71a876b2fa06714b9e6e4af6c6e5e0051c4bfa6259ce78f2b3a2
8/26/2017,32:56.0,start download completed wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig
8/26/2017,32:56.0,start download wm620_0106_v01.37.51.00_20170620.pro.fw.sig
8/26/2017,32:56.4,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/1527ad01-9c2d-4b36-a3fd-d4684b108016/wm620_0106_v01.37.51.00_20170620.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223256Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=8bc2bce8d4dd90e6d6ae04bdc39aefad841f8c00a56aaf14a8981a8a45411af8
8/26/2017,33:14.7,start download completed wm620_0106_v01.37.51.00_20170620.pro.fw.sig
8/26/2017,33:14.7,start download wm620_0805_v01.01.00.74_20170612.pro.fw.sig
8/26/2017,33:15.1,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/fa949f9f-6c6b-4449-b3f7-7fde3001ebba/wm620_0805_v01.01.00.74_20170612.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223315Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=e77d888902bba0334e2122c74ff6301aa02f366add88c38c1198f253b7640762
8/26/2017,33:17.2,start download completed wm620_0805_v01.01.00.74_20170612.pro.fw.sig
8/26/2017,33:17.2,start download wm620_0804_v00.01.02.05_20161103.pro.fw.sig
8/26/2017,33:17.7,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/6ea64967-73f5-43ac-9d90-1ce41064950a/e33b02e8752812ac122068a5583eac73.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223317Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=82ed6c9a773c8b7fc488f9533a5387966a037dde6a81299dbcfa68ac41758887
8/26/2017,33:17.8,start download completed wm620_0804_v00.01.02.05_20161103.pro.fw.sig
8/26/2017,33:17.8,start download wm620_0803_v00.00.02.03_20170417.pro.fw.sig
8/26/2017,33:18.2,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/48c3bf74-aea6-4ea9-bbb2-70d8d60bf01a/wm620_0803_v00.00.02.03_20170417.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223318Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=c56754a425843636ae65010750df9818f131e4867aa6629e72106ffdca9c624a
8/26/2017,33:18.3,start download completed wm620_0803_v00.00.02.03_20170417.pro.fw.sig
8/26/2017,33:18.3,start download wm620_0802_v00.02.00.00_20170522.pro.fw.sig
8/26/2017,33:18.7,start download pack http://pro-dji-service-usa-cdn.aasky.net/firmware_file/b2682874-a11f-4227-8e49-588805ed2b35/wm620_0802_v00.02.00.00_20170522.pro.fw.sig?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIITWQE7WYGWJGNYQ%2F20170826%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20170826T223318Z&X-Amz-Expires=900&X-Amz-SignedHeaders=host&X-Amz-Signature=bf8bc1c06f657ff05d826a4d07ebb72170fb0d2d9846486e0982d5fec2d0aab5
8/26/2017,33:29.6,start download completed wm620_0802_v00.02.00.00_20170522.pro.fw.sig
8/26/2017,33:31.9,handle state downloading => upgradable
8/26/2017,34:23.2,handle state upgradable => upgrading
8/26/2017,34:23.3,version compare resulsts: (
8/26/2017,34:23.3,versions: (
8/26/2017,34:23.3,start upgrade 01.01.0010
8/26/2017,34:23.3,set callback: <__NSStackBlock__: 0x16dedeb80>
8/26/2017,34:23.3,upgrade modelType: 16777481
8/26/2017,34:23.3,group need upgrade: 1
8/26/2017,34:23.3,verify pack
8/26/2017,34:26.0,upgrade group: group name: MC
8/26/2017,34:26.0,set progress handler: <__NSStackBlock__: 0x16e33ed28>
8/26/2017,34:26.0,tar firwmares: {
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0801_v01.00.00.82_20170601.pro.fw.sig, size 56680480"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0900_v01.06.00.00_20170608.pro.fw.sig, size 79840"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0305_v34.10.00.21_20160621.pro.fw.sig, size 55328"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0306_v03.02.35.05_20170525.pro.fw.sig, size 1559840"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0905_v01.00.01.04_20170527.pro.fw.sig, size 1463296"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1200_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1201_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1202_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1203_v01.02.00.46_20160918.pro.fw.sig, size 42528"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0400_v01.00.00.32_20170329_gb02.pro.fw.sig, size 264480"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0400_v01.00.00.77_20170410_gb01.pro.fw.sig, size 279456"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0401_v01.06.19.17_20170510.pro.fw.sig, size 30112"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0404_v00.00.00.27_20170126.pro.fw.sig, size 88288"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0500_v01.00.01.15_20170426.pro.fw.sig, size 55840"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0501_v00.01.00.09_20160805.pro.fw.sig, size 8576"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1101_v01.00.00.41_20170415.pro.fw.sig, size 22400"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_1100_v01.00.00.41_20170415.pro.fw.sig, size 22400"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0100_v01.06.15.82_20170619.pro.fw.sig, size 22984480"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0104_v00.12.02.24_20170531_ln01.pro.fw.sig, size 32192"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0104_v00.09.01.85_20161221_ln02.pro.fw.sig, size 61472"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0106_v01.37.51.00_20170620.pro.fw.sig, size 41707808"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0805_v01.01.00.74_20170612.pro.fw.sig, size 2939360"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0804_v00.01.02.05_20161103.pro.fw.sig, size 25792"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0803_v00.00.02.03_20170417.pro.fw.sig, size 61888"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/wm620_0802_v00.02.00.00_20170522.pro.fw.sig, size 10724160"
8/26/2017,34:26.0,"/private/var/mobile/Containers/Data/Application/0628A148-5221-4E27-A9AB-6AA7EFD08C03/tmp/F2593A396A3D8EE89E5505309BE6210A/01.01.0010.cfg.sig, size 5376"
8/26/2017,34:26.0,}
8/26/2017,34:27.3,"upgrader state: 1, progress: 0.00"
8/26/2017,34:27.3,"group upgrader state: 1, progress: 0.00"
8/26/2017,34:27.3,"upgrade manager state 1, progress: 0.000000"
8/26/2017,34:27.6,"upgrade manager state 1, progress: 0.000000"
8/26/2017,34:27.6,receive length 980
8/26/2017,34:27.6,"upgrade manager state 2, progress: 0.000000"
8/26/2017,34:29.0,"upgrade manager state 2, progress: 0.002813"
8/26/2017,34:30.4,"upgrader state: 2, progress: 0.01"
8/26/2017,34:30.4,"group upgrader state: 2, progress: 0.01"
8/26/2017,34:30.4,"upgrade manager state 2, progress: 0.005626"
8/26/2017,34:31.8,"upgrade manager state 2, progress: 0.008440"
8/26/2017,34:33.2,"upgrade manager state 2, progress: 0.011253"
8/26/2017,34:33.9,"upgrader state: 2, progress: 0.01"
8/26/2017,34:33.9,"group upgrader state: 2, progress: 0.01"
8/26/2017,34:34.6,"upgrade manager state 2, progress: 0.014066"
8/26/2017,34:35.9,"upgrade manager state 2, progress: 0.016879"
8/26/2017,34:37.3,"upgrader state: 2, progress: 0.02"
8/26/2017,34:37.3,"group upgrader state: 2, progress: 0.02"
8/26/2017,34:37.3,"upgrade manager state 2, progress: 0.019692"
8/26/2017,34:38.7,"upgrade manager state 2, progress: 0.022505"
8/26/2017,34:40.0,"upgrade manager state 2, progress: 0.025319"
8/26/2017,34:40.7,"upgrader state: 2, progress: 0.03"
8/26/2017,34:40.7,"group upgrader state: 2, progress: 0.03"
8/26/2017,34:41.3,"upgrade manager state 2, progress: 0.028132"
8/26/2017,34:42.7,"upgrade manager state 2, progress: 0.030945"
8/26/2017,34:44.1,"upgrader state: 2, progress: 0.03"
